"","area_id","SI"
"1",20601110601,0
"2",20601110605,0
"3",20601110606,0
"4",20601110608,0
"5",20601110609,0
"6",20601110610,0
"7",20601110611,0
"8",20601110612,0
"9",20601110613,0
"10",20601110614,0
"11",20601110615,0
"12",20601110616,0
"13",20601110617,0
"14",20601110618,0
"15",20601110619,0
"16",20601110620,0
"17",20601110621,0
"18",20601110622,0
"19",20601110623,0
"20",20601110624,0
"21",20601110625,0
"22",20601110626,0
"23",20601110627,0
"24",20601110628,0
"25",20601110629,0
"26",20601110630,0
"27",20601110701,0
"28",20601110702,0
"29",20601110703,0
"30",20601110704,0
"31",20601110705,0
"32",20601110706,0
"33",20601110707,0
"34",20601110708,0
"35",20601110710,0
"36",20601110712,0
"37",20601110713,0
"38",20601110714,0
"39",20601110715,0
"40",20601110716,0
"41",20601110717,0
"42",20601110718,0
"43",20601110719,0
"44",20601110720,0
"45",20601110721,0
"46",20601110722,0
"47",20601110723,0
"48",20601110724,0
"49",20601110725,0
"50",20601110726,0
"51",20601110727,0
"52",20601110728,0
"53",20601110729,0
"54",20601110730,0
"55",20601110731,0
"56",20601110732,0
"57",20601110733,0
"58",20601110734,0
"59",20601110735,0
"60",20601110736,0
"61",20601110901,0
"62",20601110902,0
"63",20601110903,0
"64",20601110904,0
"65",20601110905,0
"66",20601110906,0
"67",20601110907,0
"68",20601110908,0
"69",20601110909,0
"70",20601110910,0
"71",20601110911,0
"72",20601110912,0
"73",20601110913,0
"74",20601110914,0
"75",20601110915,0
"76",20601110916,0
"77",20601110917,0
"78",20601110918,0
"79",20601110919,0
"80",20601110920,0
"81",20601110921,0
"82",20601110922,0
"83",20601110923,0
"84",20601110924,0
"85",20601149501,0
"86",20601149502,0
"87",20601149503,0
"88",20601149504,0
"89",20601149505,0
"90",20601149506,0
"91",20601149507,0
"92",20601149508,0
"93",20601149509,0
"94",20601149510,0
"95",20601149511,0
"96",20601149512,0
"97",20601149513,0
"98",20601149514,0
"99",20601149515,0
"100",20601149516,0
"101",20601149517,0
"102",20601149518,0
"103",20601149519,0
"104",20601149520,0
"105",20601149521,0
"106",20601149522,0
"107",20601149523,0
"108",20601149524,0
"109",20601149525,0
"110",20601149526,0
"111",20601149527,0
"112",20601149528,0
"113",20601149529,0
"114",20601149530,0
"115",20601149531,0
"116",20601149532,0
"117",20601149601,0
"118",20601149602,0
"119",20601149603,0
"120",20601149604,0
"121",20601149605,0
"122",20601149606,0
"123",20601149607,0
"124",20601149608,0
"125",20601149609,0
"126",20601149610,0
"127",20601149611,0
"128",20601149612,0
"129",20601149613,0
"130",20601149614,0
"131",20601149615,0
"132",20601149616,0
"133",20601149617,0
"134",20601149618,0
"135",20601149619,0
"136",20601149620,0
"137",20601149621,0
"138",20601149622,0
"139",20601149623,0
"140",20601149624,0
"141",20601149625,0
"142",20601149626,0
"143",20601149627,0
"144",20601149628,0
"145",20601149701,0
"146",20601149702,0
"147",20601149703,0
"148",20601149704,0
"149",20601149705,0
"150",20601149706,0
"151",20601149707,0
"152",20601149708,0
"153",20601149709,0
"154",20601149710,0
"155",20601149711,0
"156",20601149712,0
"157",20601149713,0
"158",20601149714,0
"159",20601149715,0
"160",20601149716,0
"161",20601149717,0
"162",20601149718,0
"163",20601149719,0
"164",20601149720,0
"165",20601149721,0
"166",20601149722,0
"167",20601149723,0
"168",20601149724,0
"169",20601149725,0
"170",20601149726,0
"171",20601149801,0
"172",20601149802,0
"173",20601149803,0
"174",20601149804,0
"175",20601149805,0
"176",20601149806,0
"177",20601149807,0
"178",20601149808,0
"179",20601149809,0
"180",20601149810,0
"181",20601149811,0
"182",20601149812,0
"183",20601149813,0
"184",20601149814,0
"185",20601149815,0
"186",20601149816,0
"187",20601149817,0
"188",20601149818,0
"189",20601149819,0
"190",20601149820,0
"191",20601149821,0
"192",20601149822,0
"193",20601149823,0
"194",20601149824,0
"195",20601149825,0
"196",20601149826,0
"197",20601149827,0
"198",20601149828,0
"199",20601149829,0
"200",20601149830,0
"201",20601149831,0
"202",20601149832,0
"203",20601149833,0
"204",20601149834,0
"205",20602111001,0
"206",20602111002,0
"207",20602111003,0
"208",20602111004,0
"209",20602111005,0
"210",20602111006,0
"211",20602111007,0
"212",20602111008,0
"213",20602111009,0
"214",20602111010,0
"215",20602111011,0
"216",20602111012,0
"217",20602111013,0
"218",20602111014,0
"219",20602111015,0
"220",20602111016,0
"221",20602111017,0
"222",20602111018,0
"223",20602111019,0
"224",20602111020,0
"225",20602111021,0
"226",20602111022,0
"227",20602111201,0
"228",20602111202,0
"229",20602111203,0
"230",20602111204,0
"231",20602111205,0
"232",20602111206,0
"233",20602111207,0
"234",20602111208,0
"235",20602111209,0
"236",20602111210,0
"237",20602111211,0
"238",20602111212,0
"239",20602111213,0
"240",20602111214,0
"241",20602111215,0
"242",20602111216,0
"243",20602111217,0
"244",20602111218,0
"245",20602111219,0
"246",20602111220,0
"247",20602111221,0
"248",20602111222,0
"249",20602111223,0
"250",20602111224,0
"251",20602111225,0
"252",20602111226,0
"253",20602111227,0
"254",20602111228,0
"255",20602111229,0
"256",20602111230,0
"257",20602111231,0
"258",20602111232,0
"259",20602111233,0
"260",20602111234,0
"261",20602111235,0
"262",20602111236,0
"263",20602111237,0
"264",20602111238,0
"265",20602111239,0
"266",20602111240,0
"267",20602111241,0
"268",20602111242,0
"269",20602149901,0
"270",20602149902,0
"271",20602149903,0
"272",20602149904,0
"273",20602149905,0
"274",20602149906,0
"275",20602149907,0
"276",20602149908,0
"277",20602149909,0
"278",20602149910,0
"279",20602149911,0
"280",20602149912,0
"281",20602149913,0
"282",20602149914,0
"283",20602149915,0
"284",20602149916,0
"285",20602149917,0
"286",20602149918,0
"287",20602149919,0
"288",20602149920,0
"289",20602149921,0
"290",20602149922,0
"291",20602149923,0
"292",20602149924,0
"293",20602149925,0
"294",20602149926,0
"295",20602149927,0
